,date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
10100,1642712400,5,1976.01,0.0,69.23,37.91,47.21,150.07,203.0,13.55
10101,1642716000,5,1815.8,0.01,71.29,32.54,63.9,149.69,195.8,11.4
10102,1642719600,5,1922.61,0.07,80.2,22.17,79.15,166.04,209.84,10.89
10103,1642723200,5,1895.9,0.14,86.37,16.45,92.51,175.39,214.29,10.13
10104,1642726800,5,1708.98,0.11,85.68,16.81,97.27,167.11,199.31,9.37
10105,1642730400,5,1695.63,0.59,90.48,11.98,103.95,162.98,194.05,12.92
10106,1642734000,5,1842.5,8.94,98.71,7.78,122.07,169.08,202.94,17.23
10107,1642737600,5,1949.31,27.49,95.96,20.92,146.87,177.04,213.28,18.75
10108,1642741200,5,2109.53,40.23,104.19,33.97,177.38,195.45,235.41,20.01
10109,1642744800,5,2136.23,39.34,109.67,51.5,194.55,210.24,253.6,19.0
10110,1642748400,5,1708.98,21.9,90.48,88.69,143.05,199.56,247.0,11.65
10111,1642752000,5,1375.2,9.95,62.38,137.33,87.74,192.71,247.37,6.65
10112,1642755600,5,974.66,4.08,33.93,167.37,52.45,146.63,200.0,4.94
10113,1642759200,5,620.84,2.65,20.22,135.9,32.9,73.12,111.94,5.0
10114,1642762800,4,507.35,3.24,19.54,88.69,27.42,39.83,65.58,5.13
10115,1642766400,4,514.03,2.93,23.99,62.94,25.99,31.7,52.49,5.38
10116,1642770000,4,614.17,0.67,34.27,45.06,26.23,34.0,56.62,7.03
10117,1642773600,4,774.38,0.01,40.1,36.48,27.18,41.44,69.68,10.01
10118,1642777200,4,894.55,0.0,39.76,37.19,27.89,48.15,81.86,12.29
10119,1642780800,5,1121.52,0.01,44.55,34.33,31.95,61.04,101.3,15.71
10120,1642784400,5,1468.66,0.05,54.84,25.39,39.58,82.53,132.62,21.28
10121,1642788000,5,1735.69,0.23,65.12,17.17,44.82,99.39,157.34,24.57
10122,1642791600,5,1668.93,0.18,66.49,15.91,44.82,96.6,153.39,22.29
10123,1642795200,5,1562.12,0.06,63.06,18.24,43.39,91.38,142.2,18.24
10124,1642798800,5,1562.12,0.13,63.75,15.91,45.3,95.46,139.04,14.95
10125,1642802400,5,1335.14,0.09,60.32,17.17,48.64,82.98,118.23,10.77
10126,1642806000,5,1148.22,0.06,56.89,18.78,48.16,72.15,102.65,7.66
10127,1642809600,5,1041.41,0.09,56.21,18.24,47.21,66.85,94.82,5.7
10128,1642813200,5,1014.71,0.21,58.95,14.66,47.68,67.19,93.18,4.88
10129,1642816800,5,988.01,0.3,58.26,14.13,45.78,66.73,92.19,5.64
10130,1642820400,5,867.84,1.58,47.98,22.35,38.62,58.38,82.6,5.83
10131,1642824000,4,660.9,4.08,28.79,42.2,27.89,44.67,66.36,4.62
10132,1642827600,4,473.98,3.02,16.11,60.08,19.79,34.14,54.29,3.58
10133,1642831200,4,363.83,1.84,9.6,72.24,14.54,30.36,50.71,2.5
10134,1642834800,4,323.77,1.16,6.17,78.68,10.37,29.44,49.32,1.63
10135,1642838400,4,317.1,0.99,5.18,80.11,8.94,28.08,46.12,1.3
10136,1642842000,4,307.08,0.98,5.01,77.25,8.46,25.75,42.63,1.19
10137,1642845600,3,297.07,0.88,4.54,72.96,7.45,23.56,43.62,0.98
10138,1642849200,3,293.73,0.75,4.84,75.1,7.15,21.76,45.78,0.89
10139,1642852800,3,300.41,0.45,5.65,79.39,6.74,19.79,42.42,0.77
10140,1642856400,3,323.77,0.07,7.97,84.4,7.57,21.42,41.98,1.08
10141,1642860000,3,330.45,0.0,9.51,89.41,8.94,19.05,41.65,2.18
10142,1642863600,3,340.46,0.0,10.11,94.41,10.13,17.96,48.21,3.1
10143,1642867200,4,357.15,0.0,10.45,98.71,11.21,20.33,60.45,3.48
10144,1642870800,4,340.46,0.0,9.08,103.0,10.25,19.97,66.37,3.2
10145,1642874400,4,307.08,0.0,7.37,103.0,8.34,16.9,63.42,2.31
10146,1642878000,4,267.03,0.0,5.4,101.57,6.38,14.06,57.19,1.11
10147,1642881600,4,253.68,0.0,4.63,101.57,6.14,12.49,52.04,0.83
10148,1642885200,4,247.0,0.0,4.33,101.57,6.2,14.3,60.81,0.74
10149,1642888800,5,243.66,0.0,4.07,104.43,6.08,46.64,211.52,0.67
10150,1642892400,5,250.34,0.0,4.24,108.72,6.5,95.69,420.15,0.74
10151,1642896000,5,253.68,0.0,4.63,113.01,7.03,85.78,356.13,0.87
10152,1642986000,5,714.3,0.0,47.3,78.68,79.15,61.11,133.71,8.36
10153,1642989600,5,854.49,0.0,55.52,77.25,87.74,69.52,145.78,11.02
10154,1642993200,5,974.66,1.26,64.43,80.11,94.41,76.95,156.57,12.79
10155,1642996800,5,807.76,5.03,52.09,98.71,87.74,67.57,140.66,9.5
10156,1643000400,5,787.73,7.93,48.67,105.86,90.6,65.39,128.76,9.37
10157,1643004000,5,761.03,8.72,44.55,113.01,91.55,62.12,114.47,9.12
10158,1643007600,5,654.22,7.15,36.67,121.59,81.06,54.04,97.29,7.41
10159,1643011200,5,600.81,5.59,30.5,131.61,70.57,53.07,92.96,6.4
10160,1643014800,5,580.79,4.41,27.08,140.19,61.04,55.3,96.2,5.89
10161,1643018400,4,500.68,2.91,20.73,141.62,43.87,49.6,92.24,5.07
10162,1643022000,4,440.6,1.93,16.96,135.9,32.9,46.43,95.61,4.37
10163,1643025600,5,417.23,0.92,15.77,135.9,27.18,49.52,105.58,3.45
10164,1643029200,5,440.6,0.11,16.28,138.76,26.94,56.0,115.99,3.36
10165,1643032800,5,473.98,0.0,16.11,141.62,28.85,61.08,118.71,3.7
10166,1643036400,5,487.33,0.0,15.94,143.05,29.8,59.58,110.22,4.18
10167,1643040000,5,547.41,0.0,18.68,137.33,34.81,58.78,101.94,5.51
10168,1643043600,5,660.9,0.0,23.99,127.32,44.35,63.14,100.84,7.66
10169,1643047200,5,774.38,0.0,30.16,115.87,57.7,71.88,106.0,8.49
10170,1643050800,5,821.11,0.0,35.64,101.57,74.39,82.0,113.05,6.71
10171,1643054400,5,867.84,0.0,39.76,87.26,92.51,94.38,122.15,5.32
10172,1643058000,5,894.55,0.0,40.78,75.82,97.27,97.71,123.14,6.52
10173,1643061600,5,867.84,0.0,38.04,70.81,81.06,84.8,108.01,9.25
10174,1643065200,5,834.47,0.0,35.99,67.95,69.62,72.08,94.02,11.27
10175,1643068800,5,827.79,0.0,37.36,62.23,67.71,64.98,87.26,12.92
10176,1643072400,5,894.55,0.0,42.16,50.07,70.57,65.56,90.07,15.58
10177,1643076000,5,1214.98,0.05,57.58,30.4,80.11,83.63,114.34,22.8
10178,1643079600,5,1695.63,6.93,75.4,15.38,95.37,114.87,153.53,31.92
10179,1643083200,5,2082.82,26.38,75.4,24.68,110.63,144.58,189.9,37.49
10180,1643086800,5,2296.45,33.08,82.25,40.41,127.79,171.7,221.71,39.52
10181,1643090400,5,2296.45,27.49,94.59,71.53,148.77,196.93,248.36,36.98
10182,1643094000,5,1815.8,18.1,93.22,118.73,165.94,185.98,233.41,25.59
10183,1643097600,5,1335.14,10.95,74.03,153.06,143.05,163.53,207.51,15.71
10184,1643101200,5,947.95,5.76,46.61,177.38,95.37,126.78,167.52,9.75
10185,1643104800,5,667.57,2.65,26.73,183.11,54.84,82.67,119.29,7.35
10186,1643108400,5,567.44,1.76,22.96,170.23,37.67,56.41,88.67,7.09
10187,1643112000,4,534.06,0.95,23.99,151.63,30.52,43.52,71.51,7.03
10188,1643115600,4,554.08,0.12,26.05,137.33,28.61,40.12,65.66,7.47
10189,1643119200,4,600.81,0.0,25.02,130.18,29.33,42.29,67.39,8.87
10190,1643122800,4,640.87,0.0,23.31,130.18,31.47,48.01,73.34,9.5
10191,1643126400,5,741.0,0.0,26.39,124.45,39.1,58.78,83.41,10.39
10192,1643130000,5,934.6,0.0,34.62,114.44,54.36,78.22,101.68,12.92
10193,1643133600,5,1134.87,0.0,42.16,107.29,75.34,107.76,131.26,13.68
10194,1643137200,5,1121.52,0.0,43.53,92.98,85.83,122.51,144.64,10.77
10195,1643140800,5,1028.06,0.0,41.47,77.96,81.06,120.73,140.19,9.12
10196,1643144400,5,988.01,0.0,38.39,66.52,71.53,109.46,126.32,10.01
10197,1643148000,5,921.25,0.0,35.64,59.37,62.94,89.76,105.14,11.65
10198,1643151600,5,881.2,0.0,33.93,53.64,57.7,71.43,86.57,13.3
10199,1643155200,5,867.84,0.0,34.96,49.35,57.7,61.45,77.09,14.82
10200,1643158800,5,934.6,0.0,40.1,40.41,60.56,62.63,80.32,16.72
10201,1643162400,5,1308.44,0.16,58.26,22.17,71.53,87.08,111.33,24.07
10202,1643166000,5,1842.5,8.38,76.77,10.73,87.74,124.88,157.63,32.93
10203,1643169600,5,2216.34,26.38,77.46,23.6,100.14,154.5,193.07,38.0
10204,1643173200,5,2403.26,30.4,85.0,43.27,114.44,179.62,221.53,40.02
10205,1643176800,5,2536.77,24.59,97.33,79.39,135.42,217.54,262.57,40.53
10206,1643180400,5,2750.4,18.78,115.16,135.9,171.66,283.86,333.17,39.52
10207,1643184000,5,2216.34,11.96,98.71,180.24,160.22,279.56,329.53,27.87
10208,1643187600,5,1281.74,5.92,51.41,181.67,89.65,171.26,212.62,15.45
10209,1643191200,5,854.49,2.99,29.47,171.66,44.35,109.96,145.46,11.15
10210,1643194800,5,814.44,2.24,28.45,161.65,31.95,88.24,122.17,11.02
10211,1643198400,5,781.06,1.3,30.85,138.76,26.94,69.03,98.11,10.39
10212,1643202000,5,734.33,0.17,32.22,117.3,25.75,58.96,83.71,9.88
10213,1643205600,5,894.55,0.0,31.53,125.89,31.47,79.99,107.66,11.4
10214,1643209200,5,881.2,0.0,30.16,124.45,36.72,74.46,101.77,12.41
10215,1643212800,5,1201.63,0.0,41.13,105.86,48.64,94.45,126.28,17.99
10216,1643216400,5,1762.39,0.0,58.95,75.82,59.6,124.74,163.54,28.88
10217,1643220000,5,2136.23,0.0,68.55,53.64,66.76,142.24,184.45,35.97
10218,1643223600,5,2109.53,0.0,72.66,40.77,75.34,161.0,201.96,27.87
10219,1643227200,5,1789.09,0.0,58.26,41.48,59.6,111.25,143.82,27.87
10220,1643230800,5,1642.23,0.0,52.78,37.55,56.27,104.03,133.6,25.59
10221,1643234400,5,1174.93,0.0,38.73,46.49,44.82,81.65,104.58,17.99
10222,1643238000,5,1602.17,0.06,51.41,19.85,53.88,110.43,139.5,24.07
10223,1643241600,5,1642.23,0.72,56.21,8.49,52.45,119.8,151.82,22.8
10224,1643245200,5,1762.39,4.25,60.32,1.61,52.93,136.71,174.19,23.81
10225,1643248800,5,2349.85,19.0,66.49,0.04,65.8,177.17,224.67,35.46
10226,1643252400,5,3177.64,43.36,79.51,1.65,83.92,225.09,281.41,49.65
10227,1643256000,5,3685.0,60.8,90.48,10.64,95.37,245.72,304.28,57.25
10228,1643259600,5,3898.62,60.8,109.67,26.46,106.81,264.94,325.9,62.82
10229,1643263200,5,4058.84,44.26,135.72,60.8,122.07,297.41,360.97,65.86
10230,1643266800,5,4165.65,25.7,156.28,133.04,143.05,365.95,432.77,65.86
10231,1643270400,5,4058.84,15.65,156.28,217.44,160.22,443.11,510.37,54.21
10232,1643274000,5,3257.75,10.17,127.49,254.63,150.68,422.61,488.77,35.97
10233,1643277600,5,1949.31,5.25,73.34,234.6,91.55,259.52,324.36,21.28
10234,1643281200,5,1295.09,3.24,48.67,178.81,47.21,137.41,188.52,16.47
10235,1643284800,5,1081.47,1.82,45.93,137.33,32.9,99.67,137.68,13.93
10236,1643288400,5,907.9,0.17,38.39,121.59,30.28,82.01,111.87,11.91
10237,1643292000,5,1041.41,0.0,40.44,113.01,36.72,92.33,123.77,14.19
10238,1643295600,5,1228.33,0.0,45.93,104.43,47.21,109.67,145.55,16.97
10239,1643299200,5,1548.77,0.0,56.21,85.12,58.65,125.17,163.62,23.56
10240,1643302800,5,1895.9,0.0,62.38,67.95,67.71,138.57,179.12,31.16
10241,1643306400,5,1922.61,0.0,58.95,59.37,65.8,133.56,172.57,32.42
10242,1643310000,5,1562.12,0.0,50.04,57.22,56.27,107.42,138.87,25.08
10243,1643313600,5,1241.68,0.0,45.24,50.07,50.54,88.54,112.94,19.0
10244,1643317200,5,1148.22,0.0,44.55,37.19,46.25,84.37,106.91,17.48
10245,1643320800,5,1121.52,0.01,42.16,28.97,41.48,84.11,107.44,17.99
10246,1643324400,5,1094.82,0.01,39.07,29.33,38.15,83.52,106.01,18.24
10247,1643328000,5,1054.76,0.01,37.36,31.83,36.72,80.94,101.28,17.99
10248,1643331600,5,1068.12,0.01,40.1,31.11,37.19,80.31,99.12,19.0
10249,1643335200,5,1441.96,0.15,57.58,21.82,47.68,98.33,120.91,26.85
10250,1643338800,5,1949.31,7.71,78.83,13.41,61.04,123.15,152.06,35.46
10251,1643342400,5,2349.85,26.82,82.94,25.75,68.66,140.86,174.64,39.52
10252,1643346000,5,2563.48,30.85,87.05,43.63,74.39,156.76,194.62,42.05
10253,1643349600,5,2510.07,21.01,87.74,82.25,80.11,168.34,206.23,40.53
10254,1643353200,5,2777.1,13.97,91.85,138.76,90.6,217.3,258.62,43.06
10255,1643356800,5,3177.64,10.84,100.08,194.55,97.27,283.11,331.18,44.58
10256,1643360400,5,3231.05,8.94,102.82,231.74,101.09,312.93,369.39,41.04
10257,1643364000,5,2429.96,6.71,84.31,211.72,81.06,238.41,306.61,30.15
10258,1643367600,5,1842.5,5.7,69.92,150.2,55.31,150.31,217.57,23.81
10259,1643371200,5,1602.17,3.69,71.29,107.29,38.62,116.12,172.24,20.27
10260,1643374800,5,1014.71,0.2,45.24,124.45,29.09,85.78,120.68,13.05
10261,1643378400,5,1094.82,0.0,44.55,105.86,32.42,84.92,119.65,16.21
10262,1643382000,5,1201.63,0.0,44.55,94.41,38.15,87.2,122.87,19.51
10263,1643385600,5,1401.9,0.0,49.35,86.55,50.07,98.11,130.02,23.31
10264,1643389200,5,1602.17,0.0,54.15,77.25,62.94,112.33,143.59,26.35
10265,1643392800,5,1642.23,0.0,56.21,67.95,81.06,126.97,158.68,24.57
10266,1643396400,5,1602.17,0.0,59.63,55.07,93.46,135.34,165.64,19.76
10267,1643400000,5,1588.82,0.0,59.63,42.92,83.92,135.21,163.86,17.23
10268,1643403600,5,1562.12,0.0,54.84,35.76,68.66,130.12,156.72,16.72
10269,1643407200,5,1535.42,0.01,50.72,28.25,56.27,125.2,150.01,17.23
10270,1643410800,5,1522.06,0.05,49.35,18.95,46.25,122.74,147.56,17.48
10271,1643414400,5,1522.06,0.36,48.67,10.46,39.58,121.37,148.03,17.73
10272,1643418000,5,1535.42,1.4,49.35,5.19,37.19,121.85,150.55,19.25
10273,1643421600,5,1842.5,7.49,56.21,1.03,44.82,138.85,171.26,27.61
10274,1643425200,5,2243.04,20.79,63.06,3.84,53.88,154.84,190.26,34.96
10275,1643428800,5,2403.26,32.19,65.12,17.17,56.74,155.88,190.94,38.0
10276,1643432400,5,2590.18,34.42,74.71,34.33,61.04,163.12,200.25,40.53
10277,1643436000,5,2616.88,23.02,85.0,73.67,66.76,177.6,215.53,39.52
10278,1643439600,5,2803.8,12.52,89.11,150.2,77.25,226.49,266.43,40.02
10279,1643443200,5,3150.94,8.05,91.85,237.46,90.6,310.99,354.64,40.53
10280,1643446800,5,3364.56,6.09,94.59,306.13,104.9,392.6,443.99,39.01
10281,1643450400,5,2456.67,4.19,74.71,300.41,82.97,330.44,396.04,25.84
10282,1643454000,5,1575.47,3.07,53.47,220.3,50.54,194.8,265.59,17.99
10283,1643457600,5,1214.98,2.24,49.35,138.76,29.56,113.86,168.18,14.19
10284,1643461200,5,827.79,0.22,33.59,115.87,20.27,77.53,108.79,9.75
10285,1643464800,5,847.82,0.0,31.19,105.86,22.17,79.57,110.96,11.15
10286,1643468400,5,867.84,0.0,28.45,107.29,24.08,82.67,117.86,12.29
10287,1643472000,5,1121.52,0.0,34.62,98.71,30.52,95.08,134.17,16.72
10288,1643475600,5,1682.28,0.0,51.41,76.53,41.96,128.35,175.73,26.6
10289,1643479200,5,2216.34,0.0,69.23,54.36,51.5,160.78,213.55,32.93
10290,1643482800,5,2323.15,0.0,75.4,42.56,51.5,165.21,215.13,29.64
10291,1643486400,5,2029.42,0.0,67.17,40.41,46.73,147.47,189.43,23.31
10292,1643490000,5,1682.28,0.0,55.52,42.56,45.78,132.74,166.24,18.24
10293,1643493600,5,1388.55,0.0,45.24,44.7,51.98,128.77,155.88,14.06
10294,1643497200,5,1361.85,0.0,43.87,37.19,60.08,144.84,171.22,12.29
10295,1643500800,5,1428.6,0.0,46.61,29.33,69.62,163.29,189.68,11.65
10296,1643504400,5,1588.82,0.1,52.78,19.49,75.34,178.64,205.94,13.43
10297,1643508000,5,2029.42,4.14,64.43,4.65,80.11,199.61,231.59,20.77
10298,1643511600,5,2723.69,27.49,63.75,2.24,86.78,231.65,271.61,31.16
10299,1643515200,5,3177.64,46.49,66.49,11.35,88.69,246.4,290.25,38.5
10300,1643518800,5,3524.78,42.47,91.85,33.97,93.46,276.18,326.24,45.09
10301,1643522400,5,3898.62,25.48,122.01,95.84,103.0,351.33,408.54,47.62
10302,1643526000,5,4165.65,13.08,128.87,211.72,116.35,484.01,551.13,44.58
10303,1643529600,5,3524.78,6.71,98.71,303.27,105.86,526.9,599.51,31.41
10304,1643533200,5,2243.04,3.63,56.89,300.41,70.57,380.73,450.34,20.27
10305,1643536800,5,1255.04,2.6,32.9,214.58,36.24,183.92,238.93,13.55
10306,1643540400,5,974.66,2.82,30.5,144.48,23.6,107.35,148.7,11.78
10307,1643544000,5,947.95,2.37,36.67,105.86,20.98,90.62,126.21,10.77
10308,1643547600,5,988.01,0.44,43.87,84.4,22.41,89.6,123.64,11.15
10309,1643551200,5,1041.41,0.0,42.16,83.68,25.51,93.14,129.88,13.05
10310,1643554800,5,1041.41,0.0,35.64,98.71,27.66,97.76,136.8,14.06
10311,1643558400,5,1789.09,0.0,56.89,82.25,41.48,150.27,201.86,26.09
10312,1643562000,5,3311.16,0.01,104.19,36.84,62.94,255.96,327.58,46.1
10313,1643565600,5,4753.11,2.18,142.57,7.06,81.06,353.14,436.95,58.26
10314,1643569200,5,5287.17,9.28,148.06,0.34,83.92,381.54,462.71,56.24
10315,1643572800,5,5126.95,14.98,138.46,0.07,78.2,366.89,442.61,48.64
10316,1643576400,5,4592.9,16.76,122.01,0.06,73.43,331.95,402.13,41.54
10317,1643580000,5,2803.8,2.63,89.11,4.43,62.94,213.24,265.17,27.36
10318,1643583600,5,1922.61,0.07,62.38,17.7,51.02,162.92,207.23,19.51
10319,1643587200,5,1401.9,0.0,43.53,34.33,43.87,134.91,169.81,13.3
10320,1643590800,5,1094.82,0.0,36.33,56.51,51.02,116.55,138.51,7.98
10321,1643594400,5,1482.01,0.01,54.84,39.7,71.53,150.42,176.06,13.3
10322,1643598000,5,2056.12,5.2,76.77,20.74,100.14,202.0,235.29,20.27
10323,1643601600,5,2483.37,19.89,78.83,31.83,135.42,245.38,283.78,24.07
10324,1643605200,5,2616.88,21.9,84.31,57.94,162.12,276.71,319.75,25.84
10325,1643608800,5,2563.48,16.54,89.11,105.86,181.2,302.54,349.32,26.09
10326,1643612400,5,2483.37,11.51,85.68,161.65,162.12,334.7,390.02,24.83
10327,1643616000,5,2189.64,7.82,71.97,203.13,121.12,334.13,397.57,20.52
10328,1643619600,5,1895.9,5.48,58.26,220.3,88.69,301.19,367.63,16.72
10329,1643623200,5,1441.96,3.86,43.53,208.85,65.8,240.3,303.26,11.27
10330,1643626800,5,1201.63,3.05,39.41,188.83,56.74,198.96,250.11,8.61
10331,1643630400,5,1094.82,1.93,41.47,167.37,46.73,172.35,213.67,7.66
10332,1643634000,5,1001.36,0.29,40.44,147.34,37.67,142.18,177.06,8.04
10333,1643637600,5,1094.82,0.0,40.44,135.9,40.53,147.1,185.63,10.26
10334,1643641200,5,1214.98,0.0,39.07,143.05,53.41,177.11,222.93,10.51
10335,1643644800,5,2162.93,0.0,65.8,111.58,73.43,264.73,331.43,21.79
10336,1643648400,5,3898.62,0.0,119.27,52.93,93.46,409.57,507.01,41.54
10337,1643652000,5,5607.6,1.2,167.25,12.52,108.72,544.37,660.45,57.76
10338,1643655600,5,6141.66,6.2,174.11,1.07,103.95,575.99,687.48,56.24
10339,1643659200,5,5340.58,5.42,152.17,1.27,89.65,500.9,594.72,43.57
10340,1643662800,5,4112.24,1.93,119.27,4.16,82.02,404.61,478.84,32.93
10341,1643666400,5,2883.91,0.27,83.63,11.09,78.2,316.65,371.76,24.57
10342,1643670000,5,2243.04,0.06,63.75,17.52,72.48,271.41,313.98,19.51
10343,1643673600,5,1949.31,0.01,53.47,28.97,71.53,250.35,283.72,15.33
10344,1643677200,5,1655.58,0.0,47.98,55.07,85.83,230.78,256.24,10.51
10345,1643680800,5,2189.64,0.01,70.6,38.98,97.27,263.7,297.47,20.27
10346,1643684400,5,3097.53,8.05,104.19,20.56,113.49,322.64,370.03,33.44
10347,1643688000,5,3898.62,29.06,115.16,34.33,127.79,377.77,436.3,43.06
10348,1643691600,5,4272.46,29.5,128.87,69.38,141.14,421.25,488.59,48.13
10349,1643695200,5,3952.03,17.66,123.38,140.19,152.59,436.61,506.91,43.57
10350,1643698800,5,2536.77,8.72,80.88,200.27,131.61,339.97,400.43,24.57
10351,1643702400,5,1428.6,4.75,44.55,205.99,79.15,207.52,257.64,13.68
10352,1643706000,5,1001.36,3.46,31.19,188.83,47.21,134.42,176.7,10.51
10353,1643709600,5,754.36,2.79,23.65,161.65,29.56,98.27,135.39,8.23
10354,1643713200,5,694.27,2.74,23.99,134.47,24.08,84.91,119.49,7.16
10355,1643716800,5,694.27,2.26,29.13,110.15,22.41,77.32,114.23,6.97
10356,1643720400,5,754.36,0.56,37.01,88.69,24.08,75.56,115.96,7.79
10357,1643724000,5,867.84,0.0,38.04,80.11,27.18,82.61,128.73,9.5
10358,1643727600,5,947.95,0.0,35.99,87.26,30.52,97.54,149.59,10.13
10359,1643731200,5,2162.93,0.0,74.03,57.22,49.11,190.06,267.28,22.04
10360,1643734800,5,4058.84,2.88,132.98,11.0,72.48,337.86,451.33,36.98
10361,1643738400,5,5714.42,24.59,153.54,0.04,91.55,476.35,613.87,48.64
10362,1643742000,5,6515.5,40.23,160.4,0.0,99.18,559.85,697.51,48.13
10363,1643745600,5,6088.26,42.47,143.95,0.0,82.97,543.98,669.42,32.93
10364,1643749200,5,4699.71,27.05,115.16,0.1,61.99,456.15,560.93,19.0
10365,1643752800,5,1695.63,0.0,55.52,42.56,49.59,241.93,294.32,3.1
10366,1643756400,5,1468.66,0.0,45.93,38.27,44.82,227.4,275.92,5.32
10367,1643760000,5,1762.39,0.09,55.52,21.64,51.5,255.27,306.24,8.49
10368,1643763600,5,2403.26,3.69,72.66,3.71,65.8,311.79,368.5,12.67
10369,1643767200,5,3070.83,23.25,74.71,0.04,87.74,368.69,434.04,21.03
10370,1643770800,5,3685.0,50.51,74.03,1.48,110.63,415.55,487.97,26.85
10371,1643774400,5,3791.81,61.69,85.0,10.19,152.59,434.11,504.71,25.08
10372,1643778000,5,3952.03,52.75,112.41,32.54,177.38,468.68,545.33,26.09
10373,1643781600,5,3124.24,25.48,106.93,84.4,154.5,431.4,512.97,19.51
10374,1643785200,5,1735.69,9.39,57.58,134.47,97.27,298.34,372.89,8.61
10375,1643788800,5,1041.41,4.14,31.19,165.94,60.56,198.0,259.65,5.19
10376,1643792400,5,814.44,3.05,25.02,173.09,42.92,138.83,191.68,5.26
10377,1643796000,5,654.22,2.71,21.59,151.63,31.95,95.28,142.87,4.88
10378,1643799600,5,620.84,2.79,23.65,131.61,30.28,82.69,126.63,4.56
10379,1643803200,5,674.25,2.32,31.19,120.16,33.86,87.11,129.53,4.18
10380,1643806800,5,847.82,0.61,44.55,101.57,38.62,100.78,145.98,5.32
10381,1643810400,5,1094.82,0.0,50.72,87.26,43.39,121.86,175.93,8.23
10382,1643814000,5,1308.44,0.0,52.09,82.25,46.73,138.76,202.32,11.02
10383,1643817600,5,1789.09,0.0,64.43,67.23,53.88,171.35,248.82,17.23
10384,1643821200,5,2429.96,0.0,83.63,45.78,62.94,216.54,314.92,25.08
10385,1643824800,5,2803.8,0.02,97.33,29.33,64.85,240.19,354.1,28.63
10386,1643828400,5,2643.59,0.03,94.59,23.96,58.17,222.7,336.43,24.32
10387,1643832000,5,2483.37,0.03,89.11,21.46,54.84,210.02,317.6,21.53
10388,1643835600,5,2616.88,0.11,89.11,15.91,57.22,226.53,329.39,21.03
10389,1643839200,5,2777.1,0.3,90.48,11.35,60.56,243.17,338.49,21.53
10390,1643842800,5,3097.53,2.26,95.96,3.62,65.8,278.84,367.13,22.55
10391,1643846400,5,3631.59,9.61,101.45,0.1,72.48,340.8,420.44,22.55
10392,1643850000,5,4112.24,19.22,106.93,0.01,73.43,383.31,439.13,20.27
10393,1643853600,5,4646.3,40.68,106.93,0.0,81.06,420.7,468.86,24.32
10394,1643857200,5,5073.55,68.84,108.3,0.05,99.18,450.86,501.24,27.11
10395,1643860800,5,2429.96,37.55,122.01,2.95,181.2,282.94,320.9,6.97
10396,1643864400,5,2483.37,49.62,126.12,13.95,202.18,290.04,331.61,10.26
10397,1643868000,5,2563.48,49.17,131.61,35.76,205.99,302.9,348.53,12.16
10398,1643871600,5,2056.12,25.26,109.67,94.41,150.68,282.9,330.42,7.54
10399,1643875200,5,1348.5,8.61,65.12,167.37,85.83,232.95,278.91,3.45
10400,1643878800,5,847.82,3.49,32.56,194.55,50.54,165.94,209.25,2.82
10401,1643882400,5,507.35,2.24,18.34,155.93,29.56,89.05,130.9,3.58
10402,1643886000,5,383.85,2.26,14.74,103.0,21.46,54.62,94.09,3.42
10403,1643889600,4,360.49,1.79,15.42,76.53,17.88,45.47,80.66,3.07
10404,1643893200,4,400.54,0.41,19.54,65.8,17.4,43.11,75.56,3.93
10405,1643896800,4,467.3,0.0,20.22,63.66,17.64,43.85,76.28,5.76
10406,1643900400,4,514.03,0.0,18.68,65.8,17.17,45.19,79.8,7.03
10407,1643904000,5,774.38,0.0,24.68,58.65,21.7,59.28,105.23,12.16
10408,1643907600,5,1081.47,0.0,33.24,49.35,27.66,80.84,151.01,17.73
10409,1643911200,5,1148.22,0.0,36.67,47.92,28.37,90.56,191.92,17.99
10410,1643914800,5,867.84,0.0,30.85,58.65,21.7,79.91,203.45,11.78
10411,1643918400,5,674.25,0.0,23.99,75.1,18.36,71.5,204.29,8.23
10412,1643922000,5,594.14,0.0,19.54,86.55,17.64,67.89,201.5,7.16
10413,1643925600,5,554.08,0.0,16.79,92.98,17.4,65.03,193.93,6.84
10414,1643929200,5,607.49,0.0,18.16,92.98,20.5,67.1,191.27,8.61
10415,1643932800,5,727.65,0.0,23.31,87.26,26.7,74.82,199.01,11.53
10416,1643936400,5,1054.76,0.0,38.04,73.67,39.58,96.39,232.7,18.24
10417,1643940000,5,1976.01,0.05,78.14,37.19,62.94,158.13,321.44,33.94
10418,1643943600,5,3124.24,14.75,113.79,9.66,84.88,235.86,427.46,45.6
10419,1643947200,5,1548.77,11.62,79.51,50.07,97.27,151.03,341.78,19.25
10420,1643950800,5,1548.77,19.22,81.57,61.51,121.12,163.59,367.46,19.51
10421,1643954400,5,1615.52,21.23,87.74,81.54,139.24,188.46,405.25,20.77
10422,1643958000,5,1308.44,14.98,74.71,114.44,118.26,190.7,421.22,15.58
10423,1643961600,5,907.9,8.27,51.41,143.05,81.06,174.38,421.6,10.13
10424,1643965200,5,647.54,4.97,33.93,153.06,54.36,151.02,406.55,7.6
10425,1643968800,5,540.73,3.55,24.68,138.76,35.76,128.9,380.89,7.54
10426,1643972400,5,627.52,3.69,27.76,117.3,30.99,122.05,359.32,9.37
