,Datetime,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI
2464,1671015600,1441.96,0.99,63.75,133.04,36.72,126.85,166.01,13.81,5
2465,1671019200,1842.5,0.3,81.57,121.59,41.01,165.12,218.75,17.23,5
2466,1671022800,2616.88,0.02,115.16,92.98,55.31,248.89,325.32,23.81,5
2467,1671026400,3471.37,0.0,149.43,51.5,74.39,317.88,410.92,32.17,5
2468,1671030000,3791.81,0.5,160.4,14.48,99.18,297.97,381.43,38.0,5
2469,1671033600,3124.24,4.86,126.12,1.74,113.49,203.11,257.93,34.96,5
2470,1671037200,2670.29,13.41,93.22,0.03,100.14,151.25,194.33,32.93,5
2471,1671040800,2456.67,17.66,79.51,0.01,84.88,132.3,169.77,29.13,5
2472,1671044400,2082.82,16.32,71.97,0.01,70.57,108.06,136.66,20.77,5
2473,1671048000,1789.09,14.31,63.75,0.01,59.13,90.41,114.11,14.95,5
2474,1671051600,1602.17,13.19,54.15,0.01,50.54,80.14,101.97,12.29,5
2475,1671055200,1482.01,13.86,44.55,0.0,46.73,74.07,96.13,11.65,5
2476,1671058800,1441.96,15.87,37.36,0.0,45.78,71.85,94.17,12.16,5
2477,1671062400,1428.6,17.88,32.9,0.0,45.3,70.13,92.32,12.92,5
2478,1671066000,1441.96,20.34,30.85,0.0,45.3,68.91,91.52,14.44,5
2479,1671069600,1815.8,31.74,31.87,0.01,53.41,86.46,114.38,22.55,5
2480,1671073200,2243.04,48.28,35.3,0.69,61.99,106.03,139.5,30.15,5
2481,1671076800,3417.97,80.47,47.98,4.16,80.11,167.7,213.94,47.62,5
2482,1671080400,5073.55,94.77,98.71,14.31,110.63,285.39,346.23,71.94,5
2483,1671084000,6408.69,54.54,194.67,69.38,139.24,450.0,521.19,88.16,5
2484,1671087600,5661.01,20.56,205.64,203.13,123.98,543.11,612.58,68.9,5
2485,1671091200,3952.03,10.28,141.2,268.94,82.97,484.39,543.36,37.49,5
2486,1671094800,2696.99,6.2,89.11,254.63,54.84,359.73,408.08,21.53,5
2487,1671098400,1148.22,1.84,34.62,211.72,30.28,168.96,197.95,7.6,5
2488,1671102000,1134.87,1.47,40.44,191.69,28.85,153.66,186.51,9.75,5
2489,1671105600,1308.44,0.78,55.52,168.8,31.47,161.3,200.11,12.16,5
2490,1671109200,1642.23,0.02,69.23,138.76,39.1,187.26,234.77,15.58,5
2491,1671112800,1895.9,0.0,69.23,131.61,45.3,216.75,273.84,17.73,5
2492,1671116400,1895.9,0.0,59.63,140.19,47.68,224.27,288.65,17.48,5
2493,1671120000,2216.34,0.0,66.49,117.3,56.74,234.66,304.56,22.29,5
2494,1671123600,3284.45,0.0,100.08,66.52,79.15,297.39,379.39,36.48,5
2495,1671127200,4539.49,0.05,139.83,27.18,102.04,380.4,473.58,49.14,5
2496,1671130800,5020.14,0.98,159.03,6.62,109.67,418.08,511.26,49.14,5
2497,1671134400,4753.11,1.76,152.17,2.91,100.14,401.97,488.67,39.01,5
2498,1671138000,3952.03,0.25,127.49,12.16,82.02,342.92,418.54,27.87,5
2499,1671141600,2563.48,0.0,77.46,41.13,57.7,225.83,279.34,15.33,5
2500,1671145200,1815.8,0.0,53.47,59.37,42.92,152.33,194.8,10.77,5
2501,1671148800,1455.31,0.0,45.93,62.94,38.15,115.37,150.7,9.37,5
2502,1671152400,1415.25,0.0,47.98,50.78,41.01,106.3,139.48,10.26,5
2503,1671156000,2323.15,1.34,82.94,15.56,61.99,175.73,223.65,18.49,5
2504,1671159600,4058.84,30.85,117.9,3.93,95.37,326.87,396.6,30.65,5
2505,1671163200,5393.98,60.8,142.57,17.7,106.81,464.68,544.66,38.0,5
2506,1671166800,5607.6,50.51,171.36,48.64,100.14,490.97,569.12,43.06,5
2507,1671170400,5393.98,28.39,186.44,117.3,98.23,488.63,563.19,46.61,5
2508,1671174000,5661.01,14.75,191.93,248.91,105.86,600.41,677.89,46.1,5
2509,1671177600,6301.88,7.15,183.7,474.93,103.0,906.47,997.0,33.44,5
2510,1671181200,6088.26,3.13,137.09,692.37,82.97,1206.23,1310.73,17.73,5
2511,1671184800,4913.33,1.24,76.77,743.87,62.94,1132.27,1243.48,10.26,5
2512,1671188400,3524.78,0.62,54.15,640.87,62.94,801.91,903.15,8.23,5
2513,1671192000,2483.37,0.21,50.04,480.65,63.9,530.77,612.78,6.08,5
2514,1671195600,1735.69,0.01,44.55,311.85,65.8,341.34,399.14,4.75,5
2515,1671199200,1548.77,0.0,45.93,203.13,54.36,255.8,310.57,7.85,5
2516,1671202800,1535.42,0.0,47.3,133.04,42.92,192.71,249.9,12.54,5
2517,1671206400,1895.9,0.0,59.63,76.53,45.3,165.51,225.98,19.76,5
2518,1671210000,2670.29,0.02,84.31,33.97,58.65,186.17,254.71,29.39,5
2519,1671213600,3417.97,1.34,108.3,9.12,70.57,224.45,298.42,35.97,5
2520,1671217200,3578.19,3.41,115.16,2.39,70.57,229.53,298.79,31.92,5
2521,1671220800,3097.53,0.99,104.19,6.53,61.99,199.18,256.76,23.05,5
2522,1671224400,2536.77,0.06,84.31,15.38,54.84,166.88,213.26,17.48,5
2523,1671228000,2136.23,0.01,69.23,19.13,50.54,147.61,186.51,14.57,5
2524,1671231600,2002.72,0.07,63.75,14.31,46.73,145.07,180.68,13.93,5
2525,1671235200,1922.61,0.45,59.63,7.87,43.87,140.49,171.43,13.68,5
2526,1671238800,1842.5,2.18,56.21,2.7,43.39,136.85,165.0,14.44,5
2527,1671242400,2162.93,11.18,56.89,0.25,51.98,154.51,187.84,22.04,5
2528,1671246000,2616.88,27.72,61.01,2.46,63.9,179.14,220.04,29.64,5
2529,1671249600,3471.37,52.75,74.03,9.57,76.29,227.4,279.16,40.53,5
2530,1671253200,4539.49,57.22,112.41,26.46,90.6,301.99,365.01,53.2,5
2531,1671256800,5233.76,32.19,161.77,87.98,103.95,397.06,467.56,60.29,5
2532,1671260400,6034.85,14.75,189.19,228.88,119.21,585.6,665.4,61.81,5
2533,1671264000,6515.5,7.49,178.22,389.1,118.26,821.67,911.68,49.14,5
2534,1671267600,5767.82,4.14,137.09,446.32,96.32,877.25,974.73,31.41,5
2535,1671271200,3791.81,2.24,86.37,389.1,63.9,622.91,722.37,19.0,5
2536,1671274800,2296.45,1.45,61.69,271.8,40.53,317.09,403.66,14.69,5
2537,1671278400,1588.82,0.74,57.58,150.2,27.89,153.41,213.96,12.54,5
2538,1671282000,988.01,0.01,33.93,110.15,20.5,88.6,120.11,7.92,5
2539,1671285600,974.66,0.0,30.5,98.71,21.46,86.09,114.21,8.49,5
2540,1671289200,1001.36,0.0,27.76,95.84,21.46,87.28,117.6,9.25,5
2541,1671292800,1094.82,0.0,29.13,87.98,24.08,92.38,124.44,10.51,5
2542,1671296400,1295.09,0.0,33.93,82.97,29.09,110.13,145.39,12.67,5
2543,1671300000,1508.71,0.0,38.04,82.97,35.29,139.36,176.95,12.92,5
2544,1671303600,1588.82,0.0,40.78,72.96,37.67,160.85,196.58,10.77,5
2545,1671307200,1655.58,0.0,45.93,50.07,38.15,159.42,191.34,11.15,5
2546,1671310800,1682.28,0.01,50.04,26.46,37.19,139.33,167.93,12.67,5
2547,1671314400,1615.52,0.24,52.09,10.82,35.29,116.73,142.75,13.55,5
2548,1671318000,1508.71,1.1,48.67,3.93,33.38,102.12,126.77,13.81,5
2549,1671321600,1428.6,2.24,44.55,1.97,31.95,91.97,114.81,13.68,5
2550,1671325200,1375.2,3.69,42.16,1.25,32.42,85.64,106.9,14.95,5
2551,1671328800,1735.69,12.74,46.61,0.59,44.35,103.57,129.3,23.56,5
2552,1671332400,2403.26,32.63,55.52,6.17,61.04,141.2,175.11,33.94,5
2553,1671336000,3471.37,56.33,76.77,14.31,80.11,206.19,252.68,47.62,5
2554,1671339600,4325.87,53.2,117.9,35.05,98.23,280.27,336.06,59.28,5
2555,1671343200,4753.11,28.61,156.28,100.14,114.44,357.51,417.47,64.34,5
2556,1671346800,5233.76,13.97,172.73,231.74,129.7,505.28,572.69,62.82,5
2557,1671350400,4966.74,7.38,150.8,371.93,118.26,644.5,717.52,43.06,5
2558,1671354000,3471.37,3.86,94.59,400.54,79.15,548.59,625.41,22.55,5
2559,1671357600,1789.09,2.1,47.3,263.21,38.15,248.67,312.75,13.55,5
2560,1671361200,1161.58,2.21,38.39,137.33,23.84,111.55,152.05,11.65,5
2561,1671364800,1028.06,1.3,43.18,88.69,20.27,95.12,126.31,9.88,5
2562,1671368400,754.36,0.02,30.5,87.98,17.17,84.33,108.37,6.97,5
2563,1671372000,807.76,0.0,28.1,91.55,19.31,93.8,120.56,8.04,5
2564,1671375600,907.9,0.0,25.36,111.58,27.42,119.65,149.69,8.36,5
2565,1671379200,1148.22,0.0,32.56,107.29,51.5,157.26,188.71,9.12,5
2566,1671382800,1668.93,0.0,50.04,77.96,71.53,190.36,226.76,16.97,5
2567,1671386400,2056.12,0.0,60.32,54.36,72.48,195.16,232.78,24.83,5
2568,1671390000,1789.09,0.0,56.21,39.34,55.31,150.05,180.13,22.8,5
2569,1671393600,1455.31,0.01,51.41,25.75,44.82,105.48,128.35,19.0,5
2570,1671397200,1335.14,0.06,49.35,17.7,42.44,89.03,110.33,18.49,5
2571,1671400800,1308.44,0.11,47.98,15.02,42.92,86.24,108.07,19.0,5
2572,1671404400,1321.79,0.14,46.61,14.13,45.3,88.0,109.64,20.01,5
2573,1671408000,1361.85,0.21,47.98,12.7,49.11,92.34,113.53,21.03,5
2574,1671411600,1522.06,0.83,54.84,8.14,55.31,102.8,125.63,23.81,5
2575,1671415200,2296.45,13.3,67.86,0.63,73.43,146.79,180.32,38.0,5
2576,1671418800,3524.78,48.73,79.51,2.77,98.23,218.57,268.87,57.25,5
2577,1671422400,4379.27,73.31,94.59,11.18,117.3,269.84,329.92,69.92,5
2578,1671426000,4753.11,65.27,128.87,29.68,137.33,312.22,377.88,78.02,5
2579,1671429600,5126.95,39.34,174.11,81.54,167.85,392.88,465.98,84.1,5
2580,1671433200,5073.55,19.89,191.93,188.83,194.55,497.57,576.27,78.02,5
2581,1671436800,4058.84,11.18,157.65,266.08,173.57,511.75,589.54,50.66,5
2582,1671440400,2670.29,6.54,101.45,263.21,118.26,387.15,462.22,29.13,5
2583,1671444000,1522.06,3.52,54.84,214.58,62.94,206.85,270.88,17.48,5
2584,1671447600,1054.76,2.6,42.16,150.2,37.19,114.74,159.35,14.19,5
2585,1671451200,894.55,1.27,42.16,111.58,28.61,89.52,122.1,11.91,5
2586,1671454800,767.71,0.04,36.67,94.41,27.18,80.06,106.76,9.63,5
2587,1671458400,821.11,0.0,33.93,90.84,29.09,90.23,119.28,10.64,5
2588,1671462000,974.66,0.0,33.59,103.0,44.35,135.26,168.86,9.63,5
2589,1671465600,1655.58,0.0,58.95,68.66,73.43,213.99,261.65,14.57,5
2590,1671469200,2777.1,0.23,97.33,23.6,89.65,287.05,354.89,31.41,5
2591,1671472800,4272.46,8.38,122.01,1.32,103.0,371.1,456.36,49.65,5
2592,1671476400,5073.55,19.67,128.87,0.01,103.95,411.99,499.97,51.68,5
2593,1671480000,4592.9,23.69,120.64,0.0,81.06,358.66,432.65,35.97,5
2594,1671483600,3471.37,23.69,106.93,0.0,61.04,263.46,317.88,23.05,5
2595,1671487200,2243.04,12.41,83.63,0.05,50.54,166.03,202.78,17.99,5
2596,1671490800,1628.88,5.7,63.75,0.59,40.05,112.93,141.16,17.48,5
2597,1671494400,1214.98,1.69,47.98,4.43,34.33,81.52,103.37,16.97,5
2598,1671498000,1054.76,0.45,41.13,10.73,36.24,67.99,86.49,17.73,5
2599,1671501600,1388.55,3.52,50.72,4.02,49.11,84.91,107.49,25.84,5
2600,1671505200,2056.12,24.36,56.89,2.95,68.66,120.31,151.15,36.98,5
2601,1671508800,2964.02,54.09,66.49,9.57,95.37,171.66,213.71,54.21,5
2602,1671512400,4272.46,68.84,106.93,22.71,139.24,272.15,332.81,80.05,5
2603,1671516000,5447.39,46.04,183.7,77.25,185.01,434.3,517.28,97.27,5
2604,1671519600,4592.9,20.79,180.96,173.09,181.2,488.57,575.34,71.94,5
2605,1671523200,2750.4,10.73,116.53,214.58,150.68,378.55,453.32,38.5,5
2606,1671526800,1548.77,5.36,65.12,231.74,104.9,248.67,313.21,19.76,5
2607,1671530400,867.84,2.6,34.96,214.58,54.84,142.5,192.09,11.02,5
2608,1671534000,774.38,2.12,33.24,161.65,34.33,105.22,145.82,11.15,5
2609,1671537600,841.14,1.12,43.18,113.01,30.04,92.37,129.14,12.41,5
2610,1671541200,1014.71,0.04,54.84,80.82,32.42,92.38,130.93,14.57,5
2611,1671544800,1108.17,0.0,51.41,76.53,33.86,97.35,140.01,15.83,5
2612,1671548400,1094.82,0.0,40.44,91.55,33.86,109.35,155.25,14.82,5
2613,1671552000,1535.42,0.0,50.04,76.53,50.54,160.54,214.85,17.23,5
2614,1671555600,2510.07,0.11,84.31,30.04,80.11,248.19,320.56,26.85,5
2615,1671559200,3524.78,8.16,109.67,1.79,99.18,318.15,406.16,37.49,5
2616,1671562800,4112.24,21.01,115.16,0.0,103.0,346.52,437.21,40.02,5
2617,1671566400,4272.46,28.39,117.9,0.0,101.09,345.56,427.82,38.5,5
2618,1671570000,4005.43,30.4,119.27,0.0,100.14,320.91,389.2,34.96,5
2619,1671573600,3284.45,21.46,113.79,0.01,95.37,273.57,324.61,26.85,5
2620,1671577200,2750.4,14.75,104.19,0.04,82.97,240.61,280.92,20.77,5
2621,1671580800,2162.93,6.48,85.0,0.86,65.8,203.08,235.18,16.72,5
2622,1671584400,1682.28,0.95,64.43,7.6,49.59,167.89,194.92,16.72,5
2623,1671588000,1842.5,2.82,65.12,4.65,51.5,171.79,201.77,24.83,5
2624,1671591600,2483.37,20.79,71.29,3.58,65.8,205.79,244.5,35.97,5
2625,1671595200,3311.16,48.28,78.83,11.44,82.97,253.51,303.36,49.14,5
2626,1671598800,4432.68,58.11,117.9,26.82,117.3,341.69,407.3,70.93,5
2627,1671602400,5714.42,39.79,186.44,83.68,162.12,495.67,579.79,90.18,5
2628,1671606000,5447.39,18.55,200.15,203.13,177.38,606.12,698.57,78.02,5
2629,1671609600,3685.0,9.61,141.2,277.52,150.68,547.35,628.65,45.09,5
2630,1671613200,2269.74,5.64,87.74,283.24,113.49,412.17,480.43,23.56,5
2631,1671616800,1268.39,3.16,50.04,248.91,73.43,252.54,309.55,13.05,5
2632,1671620400,934.6,2.24,40.1,185.97,45.78,157.98,208.3,11.65,5
2633,1671624000,881.2,1.05,43.87,133.04,33.38,123.84,165.22,11.53,5
2634,1671627600,1054.76,0.03,51.41,113.01,35.76,143.31,182.37,12.03,5
2635,1671631200,1361.85,0.0,56.21,103.0,49.59,184.69,228.84,13.05,5
2636,1671634800,1642.23,0.0,61.01,87.98,62.94,218.45,269.99,13.81,5
2637,1671638400,2082.82,0.0,72.66,67.95,74.39,252.72,312.51,17.73,5
2638,1671642000,2723.69,0.0,91.85,46.49,90.6,297.84,365.41,25.08,5
2639,1671645600,3417.97,0.01,116.53,30.4,114.44,354.14,423.49,31.41,5
2640,1671649200,3845.21,0.04,134.35,20.03,137.33,392.18,455.89,32.17,5
2641,1671652800,4112.24,0.44,145.32,10.82,146.87,415.49,477.32,31.92,5
2642,1671656400,4219.06,2.04,146.69,4.29,144.96,425.32,484.83,30.91,5
2643,1671660000,4165.65,4.19,137.09,1.56,143.05,426.21,482.48,28.12,5
2644,1671663600,3845.21,4.97,120.64,1.06,143.05,418.48,471.03,24.57,5
2645,1671667200,3417.97,4.41,104.19,1.36,141.14,399.07,447.89,21.79,5
2646,1671670800,3097.53,5.14,91.85,1.45,131.61,374.85,420.85,21.28,5
2647,1671674400,3204.35,13.63,86.37,0.32,127.79,373.09,421.37,26.35,5
2648,1671678000,3738.4,37.1,84.31,1.68,127.79,397.1,452.34,34.45,5
2649,1671681600,4058.84,49.17,98.71,11.0,139.24,405.5,463.11,41.04,5
2650,1671685200,4379.27,42.47,130.24,35.41,156.4,437.12,501.78,48.64,5
2651,1671688800,4219.06,25.26,148.06,92.98,175.48,453.67,521.22,48.64,5
2652,1671692400,2990.72,12.63,115.16,158.79,146.87,376.09,438.21,33.44,5
2653,1671696000,1789.09,6.48,67.86,183.11,96.32,262.23,314.73,20.01,5
2654,1671699600,1241.68,3.91,44.55,178.81,63.9,191.83,235.59,14.82,5
2655,1671703200,947.95,2.46,34.27,170.23,42.92,156.92,195.3,11.15,5
2656,1671706800,921.25,1.41,34.62,170.23,35.29,157.82,194.27,9.12,5
2657,1671710400,1001.36,0.44,41.13,163.08,39.1,169.86,206.48,7.85,5
2658,1671714000,1148.22,0.02,49.35,133.04,49.59,181.28,220.41,7.47,5
2659,1671717600,1255.04,0.0,54.84,101.57,59.6,186.97,230.73,7.73,5
2660,1671721200,1268.39,0.0,51.41,85.83,62.94,183.99,231.94,8.11,5
2661,1671724800,2189.64,0.0,77.46,52.21,70.57,237.61,304.69,20.27,5
2662,1671728400,3952.03,4.81,126.12,7.15,86.78,349.39,446.73,38.5,5
2663,1671732000,5393.98,23.02,150.8,0.03,107.77,462.74,572.88,50.16,5
2664,1671735600,5821.23,28.39,163.14,0.0,119.21,510.92,606.9,46.1,5
2665,1671739200,5126.95,23.92,149.43,0.01,102.04,470.19,549.07,30.4,5
2666,1671742800,3685.0,8.16,116.53,3.26,75.34,361.7,425.55,16.72,5
2667,1671746400,1041.41,0.0,34.96,68.66,77.25,158.15,185.95,2.34,5
2668,1671750000,714.3,0.0,23.99,77.25,58.17,116.84,139.34,2.66,5
2669,1671753600,727.65,0.0,27.42,77.25,54.84,109.32,130.04,3.67,5
2670,1671757200,947.95,0.0,38.73,63.66,63.9,123.21,145.75,5.0,5
2671,1671760800,1241.68,0.03,54.84,42.2,77.25,144.06,171.59,9.12,5
2672,1671764400,1588.82,4.3,70.6,24.32,90.6,165.46,199.59,14.69,5
2673,1671768000,1922.61,19.45,70.6,24.32,107.77,194.84,236.25,19.51,5
2674,1671771600,2002.72,22.8,67.86,39.34,121.12,210.15,255.9,20.52,5
2675,1671775200,1575.47,13.19,57.58,76.53,115.39,195.97,239.71,14.69,5
2676,1671778800,1094.82,5.92,38.04,121.59,94.41,173.11,211.2,7.6,5
2677,1671782400,934.6,3.49,28.79,154.5,78.2,171.74,206.22,5.26,5
2678,1671786000,867.84,2.77,27.42,170.23,74.39,168.4,198.85,3.8,5
2679,1671789600,781.06,2.35,27.08,170.23,69.62,146.85,174.96,3.51,5
2680,1671793200,747.68,2.04,30.85,155.93,63.9,125.02,152.95,4.31,5
2681,1671796800,747.68,1.06,37.7,135.9,59.13,112.06,140.46,5.32,5
2682,1671800400,821.11,0.05,43.87,114.44,57.7,109.55,139.82,6.97,5
2683,1671804000,894.55,0.0,43.53,103.0,52.93,106.35,140.02,9.5,5
2684,1671807600,934.6,0.0,39.76,98.71,47.68,101.63,139.19,12.16,5
2685,1671811200,1522.06,0.0,56.21,73.67,52.93,131.83,182.99,23.81,5
2686,1671814800,2643.59,0.03,91.85,33.97,71.53,203.67,277.34,41.54,5
2687,1671818400,3738.4,3.35,124.75,5.68,92.51,281.82,372.29,54.72,5
2688,1671822000,4058.84,9.16,128.87,0.51,100.14,307.62,396.31,52.18,5
2689,1671825600,3257.75,4.69,106.93,1.74,82.97,255.18,328.39,34.45,5
2690,1671829200,2189.64,0.35,75.4,11.27,66.76,188.89,244.52,20.52,5
2691,1671832800,1214.98,0.0,43.18,35.41,69.62,139.92,174.72,9.37,5
2692,1671836400,1041.41,0.0,36.33,39.7,70.57,135.38,164.02,7.6,5
2693,1671840000,1014.71,0.0,34.27,47.21,61.99,130.93,156.77,8.87,5
2694,1671843600,1001.36,0.0,32.22,56.51,53.88,122.81,147.47,10.89,5
2695,1671847200,1108.17,0.0,37.01,52.93,56.27,126.56,153.08,14.57,5
2696,1671850800,1241.68,1.44,45.24,51.5,64.85,133.9,162.97,17.73,5
2697,1671854400,1255.04,5.81,45.93,67.95,72.48,132.27,162.14,18.24,5
2698,1671858000,1161.58,7.26,42.16,87.98,78.2,125.11,154.52,17.23,5
2699,1671861600,1014.71,6.43,38.04,111.58,80.11,114.68,142.57,15.2,5
2700,1671865200,767.71,4.3,28.45,135.9,63.9,90.63,115.06,10.77,5
2701,1671868800,634.19,2.85,21.42,151.63,47.68,75.09,97.01,8.61,5
2702,1671872400,614.17,2.37,20.05,161.65,43.87,74.46,96.08,8.04,4
2703,1671876000,587.46,1.9,18.85,165.94,39.58,75.59,98.08,7.41,5
2704,1671879600,580.79,1.49,19.02,170.23,37.19,81.07,105.46,7.03,5
2705,1671883200,587.46,0.87,19.88,170.23,34.33,85.4,110.77,6.4,5
2706,1671886800,640.87,0.14,22.96,163.08,36.24,92.08,118.29,6.9,5
2707,1671890400,741.0,0.0,25.7,150.2,42.92,105.47,133.52,7.92,5
2708,1671894000,841.14,0.0,29.47,137.33,50.07,123.05,153.52,8.49,5
2709,1671897600,1001.36,0.0,33.59,124.45,57.7,149.58,182.18,9.75,5
2710,1671901200,1214.98,0.0,39.41,105.86,65.8,181.65,216.43,11.78,5
2711,1671904800,1401.9,0.0,45.24,85.83,73.43,207.67,243.1,12.41,5
2712,1671908400,1548.77,0.0,50.04,65.8,70.57,222.82,258.18,11.78,5
2713,1671912000,1762.39,0.0,54.84,49.35,62.94,234.74,271.5,12.92,5
2714,1671915600,1976.01,0.0,57.58,38.98,60.56,246.95,284.99,14.57,5
2715,1671919200,2002.72,0.0,56.21,33.26,61.04,248.2,285.82,16.09,5
2716,1671922800,1842.5,0.0,52.09,33.26,61.04,230.28,264.74,16.97,5
2717,1671926400,1615.52,0.0,50.04,35.76,65.8,200.41,230.61,17.73,5
2718,1672016400,2109.53,0.0,70.6,36.84,125.89,334.35,371.25,13.17,5
2719,1672020000,2456.67,0.33,87.05,20.38,148.77,369.0,409.9,15.83,5
2720,1672023600,2937.32,8.72,101.45,9.3,173.57,408.77,455.15,19.0,5
2721,1672027200,3257.75,22.58,109.67,24.68,194.55,436.55,485.25,21.03,5
2722,1672030800,3791.81,28.16,131.61,52.93,213.62,492.57,549.07,26.09,5
2723,1672034400,3845.21,20.34,135.72,108.72,204.09,536.07,600.26,26.85,5
2724,1672038000,2483.37,9.39,85.0,164.51,135.42,431.47,487.87,16.72,5
2725,1672041600,1415.25,4.36,42.5,180.24,79.15,296.55,339.8,11.65,5
2726,1672045200,1094.82,3.05,31.19,175.95,55.79,231.19,266.71,11.27,5
2727,1672048800,988.01,2.29,28.1,171.66,43.87,203.87,235.75,10.51,5
2728,1672052400,1014.71,1.56,31.19,173.09,41.48,207.33,239.58,9.88,5
2729,1672056000,1081.47,0.58,39.07,167.37,46.25,219.43,252.72,9.25,5
2730,1672059600,1241.68,0.02,47.3,143.05,55.31,235.04,271.13,9.5,5
2731,1672063200,1415.25,0.0,54.15,117.3,62.94,252.62,293.77,11.02,5
2732,1672066800,1575.47,0.0,56.89,100.14,64.85,267.12,314.7,12.54,5
2733,1672070400,2376.56,0.0,79.51,65.09,71.53,321.22,386.74,21.28,5
2734,1672074000,3685.0,0.38,117.9,21.28,82.97,412.42,502.92,33.44,5
2735,1672077600,4753.11,8.83,134.35,1.21,93.46,488.94,595.22,41.54,5
2736,1672081200,4859.92,17.43,124.75,0.05,93.46,499.9,601.56,38.0,5
2737,1672084800,4219.06,16.54,105.56,0.05,83.92,455.0,538.98,27.11,5
2738,1672088400,3471.37,11.62,87.74,0.19,77.25,412.42,478.68,18.24,5
2739,1672092000,2857.21,7.15,74.03,0.5,77.25,380.09,432.78,13.43,5
2740,1672095600,2883.91,12.29,65.12,0.06,77.25,388.47,440.15,14.95,5
2741,1672099200,3070.83,19.45,61.69,0.01,82.97,408.13,460.72,18.49,5
2742,1672102800,3364.56,29.95,59.63,0.0,89.65,426.54,481.01,23.56,5
2743,1672106400,3898.62,49.17,59.63,0.0,98.23,455.48,516.99,32.42,5
2744,1672110000,4646.3,76.0,65.12,0.69,104.9,491.87,562.79,39.01,5
2745,1672113600,3952.03,50.96,89.11,10.28,109.67,421.15,479.11,33.44,5
2746,1672117200,4325.87,41.57,122.01,35.76,122.07,451.1,518.31,41.04,5
2747,1672120800,4272.46,23.47,137.09,95.84,125.89,482.35,558.8,42.56,5
2748,1672124400,2803.8,9.95,94.59,170.23,94.41,400.22,470.04,28.63,5
2749,1672128000,1615.52,4.64,50.72,191.69,64.85,286.41,341.23,16.97,5
2750,1672131600,1214.98,3.38,37.01,175.95,48.64,226.47,272.41,13.17,5
2751,1672135200,1054.76,2.68,32.22,154.5,37.19,195.84,236.23,10.89,5
2752,1672138800,1081.47,1.93,35.3,148.77,33.38,193.91,232.49,10.51,5
2753,1672142400,1188.28,0.78,44.55,143.05,36.24,210.49,249.1,10.39,5
2754,1672146000,1388.55,0.03,55.52,120.16,45.78,240.38,280.3,10.64,5
2755,1672149600,1535.42,0.0,60.32,100.14,53.41,258.23,300.74,11.78,5
2756,1672153200,1575.47,0.0,56.89,92.98,54.84,256.71,301.85,13.43,5
2757,1672156800,2029.42,0.0,67.17,72.24,61.04,279.64,332.97,20.52,5
2758,1672160400,2937.32,0.01,94.59,35.76,75.34,339.24,407.29,33.44,5
2759,1672164000,3685.0,1.38,115.16,9.21,89.65,391.02,469.22,43.57,5
2760,1672167600,3845.21,4.97,116.53,1.22,92.51,401.2,477.51,41.54,5
2761,1672171200,3524.78,5.98,105.56,0.56,85.83,384.42,452.34,32.93,5
2762,1672174800,3177.64,5.31,91.85,0.59,80.11,366.83,427.3,26.09,5
2763,1672178400,2857.21,4.97,79.51,0.56,77.25,355.74,410.18,22.29,5
2764,1672182000,2643.59,4.53,69.92,0.63,74.39,346.85,395.26,19.0,5
2765,1672185600,2456.67,4.14,64.43,0.84,70.57,338.52,381.37,16.09,5
2766,1672189200,2189.64,2.96,62.38,2.3,68.66,316.19,351.57,13.93,5
2767,1672192800,2510.07,11.18,66.49,0.43,76.29,326.77,366.29,21.03,5
2768,1672196400,3177.64,28.61,76.77,2.32,91.55,359.74,408.08,29.89,5
2769,1672200000,3791.81,39.79,94.59,15.2,107.77,387.04,442.81,35.97,5
2770,1672203600,4165.65,34.87,120.64,45.78,121.12,428.11,493.15,42.05,5
2771,1672207200,3952.03,19.67,126.12,110.15,120.16,451.84,525.23,41.04,5
2772,1672210800,2643.59,8.83,85.0,180.24,94.41,378.68,448.44,27.11,5
2773,1672214400,1642.23,4.69,50.04,200.27,66.76,283.03,339.89,16.47,5
2774,1672218000,1308.44,3.74,39.76,188.83,49.59,235.97,284.11,13.17,5
2775,1672221600,1121.52,3.16,33.93,161.65,35.29,211.09,255.18,11.02,5
2776,1672225200,1108.17,2.51,34.96,141.62,28.37,205.95,248.77,10.64,5
2777,1672228800,1161.58,1.13,42.5,131.61,27.18,211.03,253.0,10.26,5
2778,1672232400,1295.09,0.05,47.98,125.89,30.99,233.34,276.24,10.13,5
2779,1672236000,1401.9,0.0,45.24,128.75,37.19,259.11,306.6,10.64,5
2780,1672239600,1441.96,0.0,41.13,125.89,41.96,271.29,324.28,10.51,5
2781,1672243200,1815.8,0.0,50.04,104.43,50.07,300.45,363.98,14.44,5
2782,1672246800,2590.18,0.0,73.34,70.1,61.99,357.76,435.96,22.55,5
2783,1672250400,3391.27,0.0,100.08,38.62,72.48,420.48,509.7,28.37,5
2784,1672254000,3738.4,0.05,113.79,20.21,72.48,445.5,532.76,25.84,5
2785,1672257600,3391.27,0.04,102.82,18.6,67.71,424.9,498.14,19.25,5
2786,1672261200,2830.51,0.0,80.88,27.54,68.66,391.06,447.05,14.31,5
2787,1672264800,2269.74,0.0,63.06,36.12,77.25,366.23,407.8,10.01,5
2788,1672268400,2216.34,0.0,59.63,30.76,89.65,373.52,411.41,8.87,5
